score_etoiles,score_dc,titre,entreprise,metier_norm,secteur_norm,niveau_norm,lieu,contrat,date_pub,date_limite,salaire,source,url,niveau_source,secteur_source,first_seen,last_seen,statut,raison_archive
★★★★☆,4,HR Head FWA,SUN PHARMA,Ressources Humaines,Santé & Pharma,Senior,"Abidjan, Côte d'Ivoire",Full-time,2026-06-18,,,LinkedIn,https://ci.linkedin.com/jobs/view/hr-head-fwa-at-sun-pharma-4430445293?position=6&pageNum=17&refId=2yw7QGmUYMmZQcRrWLihiQ%3D%3D&trackingId=VDRbKaz0hAbkQxO6QxAaGA%3D%3D,Mid-Senior level,Pharmaceutical Manufacturing,2026-06-19,2026-06-29,archive,retirée de la source
★★★★☆,4,Group Commercial Analytics Manager,Promasidor,Commercial & Vente,Commerce & Vente,Senior,"Abidjan, Côte d'Ivoire",Full-time,2026-06-24,,,LinkedIn,https://ci.linkedin.com/jobs/view/group-commercial-analytics-manager-at-promasidor-4432597869?position=9&pageNum=20&refId=%2BlyTCpBKCz48h%2BqPeStPkQ%3D%3D&trackingId=S79A1JJZXUAKxWyc8xuIiQ%3D%3D,Mid-Senior level,"Food and Beverage Services, Consumer Services, and Manufacturing",2026-06-29,2026-06-29,archive,retirée de la source
★★★★☆,4,Generative AI Engineer - Talent Pool,Mass Markets,Data & IA,Tech & Digital,Confirmé,"Za, Sassandra-Marahoué, Côte d'Ivoire",Full-time,2026-06-12,,,LinkedIn,https://ci.linkedin.com/jobs/view/generative-ai-engineer-talent-pool-at-mass-markets-4425309416?position=5&pageNum=42&refId=IsJWRAzthXX46JnzMLM13A%3D%3D&trackingId=AP%2FYn%2BGe2TnlvIZhDcsqJA%3D%3D,Not Applicable,IT Services and IT Consulting,2026-06-19,2026-06-29,archive,retirée de la source
★★★★☆,4,General Manager,GSM - Green SM,Direction & Management,Logistique & Achats,Manager/Direction,"Abidjan, Côte d'Ivoire",Full-time,2026-06-09,,,LinkedIn,https://ci.linkedin.com/jobs/view/general-manager-at-gsm-green-sm-4422280343?position=10&pageNum=10&refId=T4c19uqFoY4xHKo%2FtvFp4A%3D%3D&trackingId=sEQUIitFxE4J0w4VeyBxLw%3D%3D,Executive,"Transportation, Logistics, Supply Chain and Storage",2026-06-19,2026-06-29,archive,retirée de la source
★★★★★,5,GM Tax Mgt Specialist / Comptable fiscaliste (MJ001914),Sunda International,Comptabilité,Finance & Banque,Senior,"Abidjan, Côte d'Ivoire",Full-time,2026-06-12,,,LinkedIn,https://ci.linkedin.com/jobs/view/gm-tax-mgt-specialist-comptable-fiscaliste-mj001914-at-sunda-international-4428103896?position=5&pageNum=47&refId=TEEjGzSa1LQ6BjUf99NHLA%3D%3D&trackingId=UK8WgdmFHgi2J4qvDIQ5%2FA%3D%3D,Mid-Senior level,"International Trade and Development, Personal Care Product Manufacturing, and Household and Institutional Furniture Manufacturing",2026-06-19,2026-06-29,archive,retirée de la source
★★★★☆,4,GM Sales Specialist / Commercial pneumatique (MJ001871),Sunda International,Commercial & Vente,Commerce & Vente,Senior,"Abidjan, Côte d'Ivoire",Full-time,2026-06-09,,,LinkedIn,https://ci.linkedin.com/jobs/view/gm-sales-specialist-commercial-pneumatique-mj001871-at-sunda-international-4422252796?position=1&pageNum=35&refId=zoecJmD0neNrfM8khWySUA%3D%3D&trackingId=y84brvx0Y6eHWrPzJQ0Ucg%3D%3D,Mid-Senior level,"International Trade and Development, Personal Care Product Manufacturing, and Household and Institutional Furniture Manufacturing",2026-06-29,2026-06-29,archive,retirée de la source
★★★★☆,4,GESTIONNAIRE COMMANDES RESEAU ET BTOB H/F CDD,TotalEnergies,"DevOps, Infra & Réseau",Tech & Digital,Confirmé,Côte d'Ivoire,Full-time,2026-06-25,,,LinkedIn,https://ci.linkedin.com/jobs/view/gestionnaire-commandes-reseau-et-btob-h-f-cdd-at-totalenergies-4433339883?position=42&pageNum=0&refId=WJzH1ibG3cy1SiEwecoJAA%3D%3D&trackingId=4AuYyB1T9q7oYIJXST6i%2Bg%3D%3D,Not Applicable,Oil and Gas,2026-06-29,2026-06-29,archive,retirée de la source
★★★★☆,4,Full-Stack Product Engineer,The Flex,Développement & Logiciel,Ingénierie & Industrie,Confirmé,"Abidjan, Côte d'Ivoire",Full-time,2026-06-15,,,LinkedIn,https://ci.linkedin.com/jobs/view/full-stack-product-engineer-at-the-flex-4429160724?position=9&pageNum=30&refId=KsMzOT0qLbxGzyybbie5JQ%3D%3D&trackingId=G4lXqSrq5owu5nt%2FELa%2BuQ%3D%3D,Not Applicable,Real Estate,2026-06-29,2026-06-29,archive,retirée de la source
★★☆☆☆,2,French-Speaking Customer Support Specialist,TalentPop App,Relation Client & Support,Relation Client & BPO,Junior,"Abidjan, Abidjan, Côte d'Ivoire",Full-time,2026-06-24,,,LinkedIn,https://ci.linkedin.com/jobs/view/french-speaking-customer-support-specialist-at-talentpop-app-4432541130?position=5&pageNum=20&refId=%2BlyTCpBKCz48h%2BqPeStPkQ%3D%3D&trackingId=ZK8lWdA0IhnUdNphDLA5qQ%3D%3D,Entry level,IT Services and IT Consulting,2026-06-29,2026-06-29,archive,retirée de la source
★★☆☆☆,2,French-Speaking Customer Support Specialist,TalentPop App,Relation Client & Support,Relation Client & BPO,Junior,"Yamoussoukro, Yamoussoukro, Côte d'Ivoire",Full-time,2026-06-24,,,LinkedIn,https://ci.linkedin.com/jobs/view/french-speaking-customer-support-specialist-at-talentpop-app-4432532365?position=4&pageNum=30&refId=KsMzOT0qLbxGzyybbie5JQ%3D%3D&trackingId=z79IYZeo1xcdpPCwewBt%2Bw%3D%3D,Entry level,IT Services and IT Consulting,2026-06-29,2026-06-29,archive,retirée de la source
★★★☆☆,3,French-Speaking Customer Experience Specialist,The Flex,Relation Client & Support,Relation Client & BPO,Confirmé,"Abidjan, Côte d'Ivoire",Full-time,2026-06-18,,,LinkedIn,https://ci.linkedin.com/jobs/view/french-speaking-customer-experience-specialist-at-the-flex-4430757620?position=9&pageNum=15&refId=3OEMLptsFNa4idxr8hTK8Q%3D%3D&trackingId=XXis4YG%2BwqHt11Htq8eREw%3D%3D,Not Applicable,Real Estate,2026-06-19,2026-06-29,archive,retirée de la source
★★☆☆☆,2,French Customer Support Specialist (Bilingual FR/EN | Non-Voice/Blended | Remote),TalentPop App,Relation Client & Support,Relation Client & BPO,Junior,"Bouaké, Vallée du Bandama, Côte d'Ivoire",Full-time,2026-06-02,,,LinkedIn,https://ci.linkedin.com/jobs/view/french-customer-support-specialist-bilingual-fr-en-non-voice-blended-remote-at-talentpop-app-4419231540?position=4&pageNum=40&refId=nRBNm5fnXKtbvpCSLUlGjw%3D%3D&trackingId=W3CMPyytW6%2BXWeh06IIZxw%3D%3D,Entry level,IT Services and IT Consulting,2026-06-19,2026-06-29,archive,retirée de la source
★★☆☆☆,2,French Customer Support Specialist (Bilingual FR/EN | Non-Voice/Blended | Remote),TalentPop App,Relation Client & Support,Relation Client & BPO,Junior,"Abidjan, Abidjan, Côte d'Ivoire",Full-time,2026-06-22,,,LinkedIn,https://ci.linkedin.com/jobs/view/french-customer-support-specialist-bilingual-fr-en-non-voice-blended-remote-at-talentpop-app-4428950507?position=3&pageNum=22&refId=NVEAFa9Yhk3FXe4uENVc6Q%3D%3D&trackingId=n7KP%2FzePecDXgv0g3svj2g%3D%3D,Entry level,IT Services and IT Consulting,2026-06-29,2026-06-29,archive,retirée de la source
★★☆☆☆,2,French Customer Support Specialist (Bilingual FR/EN | Non-Voice/Blended | Remote),TalentPop App,Relation Client & Support,Relation Client & BPO,Junior,"Yamoussoukro, Yamoussoukro, Côte d'Ivoire",Full-time,2026-06-22,,,LinkedIn,https://ci.linkedin.com/jobs/view/french-customer-support-specialist-bilingual-fr-en-non-voice-blended-remote-at-talentpop-app-4428944585?position=7&pageNum=27&refId=6Ll1QoCqfTOTJdYpNggsMw%3D%3D&trackingId=Ce%2BIfbqz%2FyAEOJQ4klaCxw%3D%3D,Entry level,IT Services and IT Consulting,2026-06-29,2026-06-29,archive,retirée de la source
★★☆☆☆,2,French Customer Support Specialist (Bilingual FR/EN | Non-Voice/Blended | Remote),TalentPop App,Relation Client & Support,Relation Client & BPO,Junior,"Bouaké, Vallée du Bandama, Côte d'Ivoire",Full-time,2026-06-22,,,LinkedIn,https://ci.linkedin.com/jobs/view/french-customer-support-specialist-bilingual-fr-en-non-voice-blended-remote-at-talentpop-app-4428945567?position=9&pageNum=27&refId=6Ll1QoCqfTOTJdYpNggsMw%3D%3D&trackingId=9eLPgWmVW5xd%2FxBX9emBog%3D%3D,Entry level,IT Services and IT Consulting,2026-06-29,2026-06-29,archive,retirée de la source
★★☆☆☆,2,French Bilingual Customer Service Specialist,TalentPop App,Relation Client & Support,Relation Client & BPO,Junior,"Abidjan, Abidjan, Côte d'Ivoire",Full-time,2026-06-22,,,LinkedIn,https://ci.linkedin.com/jobs/view/french-bilingual-customer-service-specialist-at-talentpop-app-4428939587?position=6&pageNum=20&refId=%2BlyTCpBKCz48h%2BqPeStPkQ%3D%3D&trackingId=dSUMidBrOCiZKReSFuqz3Q%3D%3D,Entry level,IT Services and IT Consulting,2026-06-29,2026-06-29,archive,retirée de la source
★★☆☆☆,2,French Bilingual Customer Service Specialist,TalentPop App,Relation Client & Support,Relation Client & BPO,Junior,Côte d'Ivoire,Full-time,2026-06-22,,,LinkedIn,https://ci.linkedin.com/jobs/view/french-bilingual-customer-service-specialist-at-talentpop-app-4428939577?position=7&pageNum=22&refId=NVEAFa9Yhk3FXe4uENVc6Q%3D%3D&trackingId=f8S9TI1m9QruHpmvrSlxZw%3D%3D,Entry level,IT Services and IT Consulting,2026-06-29,2026-06-29,archive,retirée de la source
★★☆☆☆,2,French Bilingual Customer Service Specialist,TalentPop App,Relation Client & Support,Relation Client & BPO,Junior,"Bouaké, Vallée du Bandama, Côte d'Ivoire",Full-time,2026-06-22,,,LinkedIn,https://ci.linkedin.com/jobs/view/french-bilingual-customer-service-specialist-at-talentpop-app-4428930659?position=3&pageNum=30&refId=KsMzOT0qLbxGzyybbie5JQ%3D%3D&trackingId=Wkc%2BnfmXPo7U4FR%2F%2BBniDA%3D%3D,Entry level,IT Services and IT Consulting,2026-06-29,2026-06-29,archive,retirée de la source
★★☆☆☆,2,French Bilingual Customer Service Specialist,TalentPop App,Relation Client & Support,Relation Client & BPO,Junior,"Yamoussoukro, Yamoussoukro, Côte d'Ivoire",Full-time,2026-06-22,,,LinkedIn,https://ci.linkedin.com/jobs/view/french-bilingual-customer-service-specialist-at-talentpop-app-4428943600?position=1&pageNum=30&refId=KsMzOT0qLbxGzyybbie5JQ%3D%3D&trackingId=ctd1PV8Ntnatoht27etDrw%3D%3D,Entry level,IT Services and IT Consulting,2026-06-29,2026-06-29,archive,retirée de la source
★★☆☆☆,2,French Bilingual Customer Service Specialist,TalentPop App,Relation Client & Support,Relation Client & BPO,Junior,Côte d'Ivoire,Full-time,2026-06-28,,,LinkedIn,https://ci.linkedin.com/jobs/view/french-bilingual-customer-service-specialist-at-talentpop-app-4431014252?position=6&pageNum=32&refId=xTzJs87G8F0HcpubYfuiKg%3D%3D&trackingId=0Yl5BUv1EzvXsq6vOksi%2FQ%3D%3D,Entry level,IT Services and IT Consulting,2026-06-29,2026-06-29,archive,retirée de la source
★★☆☆☆,2,French Bilingual Customer Service Specialist,TalentPop App,Relation Client & Support,Relation Client & BPO,Junior,"Abidjan, Abidjan, Côte d'Ivoire",Full-time,2026-06-29,,,LinkedIn,https://ci.linkedin.com/jobs/view/french-bilingual-customer-service-specialist-at-talentpop-app-4431039865?position=8&pageNum=32&refId=xTzJs87G8F0HcpubYfuiKg%3D%3D&trackingId=8YOdKd%2BEu9SiHr1o5LCMIw%3D%3D,Entry level,IT Services and IT Consulting,2026-06-29,2026-06-29,archive,retirée de la source
★★☆☆☆,2,French Bilingual Customer Service Specialist,TalentPop App,Relation Client & Support,Relation Client & BPO,Junior,Côte d'Ivoire,Full-time,2026-06-29,,,LinkedIn,https://ci.linkedin.com/jobs/view/french-bilingual-customer-service-specialist-at-talentpop-app-4431053648?position=7&pageNum=37&refId=5X5a%2FAnVF3C4yo7Q3CSedw%3D%3D&trackingId=48IIbw%2Bt%2FYDKlYF4Q56mBw%3D%3D,Entry level,IT Services and IT Consulting,2026-06-29,2026-06-29,archive,retirée de la source
★★☆☆☆,2,Francophone Customer Support Representative – Remote,TalentPop App,Relation Client & Support,Relation Client & BPO,Junior,"Abidjan, Abidjan, Côte d'Ivoire",Full-time,2026-06-01,,,LinkedIn,https://ci.linkedin.com/jobs/view/francophone-customer-support-representative-%E2%80%93-remote-at-talentpop-app-4418772041?position=8&pageNum=17&refId=2yw7QGmUYMmZQcRrWLihiQ%3D%3D&trackingId=%2FNMIIEEFwlN8gFboRt%2F2Gw%3D%3D,Entry level,IT Services and IT Consulting,2026-06-19,2026-06-29,archive,retirée de la source
★★☆☆☆,2,Francophone Customer Support Representative – Remote,TalentPop App,Relation Client & Support,Relation Client & BPO,Junior,Côte d'Ivoire,Full-time,2026-06-01,,,LinkedIn,https://ci.linkedin.com/jobs/view/francophone-customer-support-representative-%E2%80%93-remote-at-talentpop-app-4418765070?position=7&pageNum=15&refId=3OEMLptsFNa4idxr8hTK8Q%3D%3D&trackingId=Rcq42Wj96xA%2F7bwl%2Fmm6Ow%3D%3D,Entry level,IT Services and IT Consulting,2026-06-29,2026-06-29,archive,retirée de la source
★★☆☆☆,2,Francophone Customer Support Representative – Remote,TalentPop App,Relation Client & Support,Relation Client & BPO,Junior,"Abidjan, Abidjan, Côte d'Ivoire",Full-time,2026-06-28,,,LinkedIn,https://ci.linkedin.com/jobs/view/francophone-customer-support-representative-%E2%80%93-remote-at-talentpop-app-4431014255?position=10&pageNum=15&refId=3OEMLptsFNa4idxr8hTK8Q%3D%3D&trackingId=zJxy8ivDqxq%2Fepp7PpYLqg%3D%3D,Entry level,IT Services and IT Consulting,2026-06-29,2026-06-29,archive,retirée de la source
★★☆☆☆,2,Francophone Customer Support Representative – Remote,TalentPop App,Relation Client & Support,Relation Client & BPO,Junior,"Abidjan, Abidjan, Côte d'Ivoire",Full-time,2026-06-28,,,LinkedIn,https://ci.linkedin.com/jobs/view/francophone-customer-support-representative-%E2%80%93-remote-at-talentpop-app-4431012315?position=9&pageNum=17&refId=2yw7QGmUYMmZQcRrWLihiQ%3D%3D&trackingId=vep2%2Fur8m%2FL6hyMw5pPwqw%3D%3D,Entry level,IT Services and IT Consulting,2026-06-29,2026-06-29,archive,retirée de la source
★★★★☆,4,Founding Software Engineer,The Flex,Développement & Logiciel,Tech & Digital,Confirmé,"Abidjan, Côte d'Ivoire",Full-time,2026-06-15,,,LinkedIn,https://ci.linkedin.com/jobs/view/founding-software-engineer-at-the-flex-4429160725?position=1&pageNum=42&refId=IsJWRAzthXX46JnzMLM13A%3D%3D&trackingId=21j12kC1c5rLj3%2FtzahCxw%3D%3D,Not Applicable,Real Estate,2026-06-29,2026-06-29,archive,retirée de la source
★★★☆☆,3,Food Service Worker (Canada),Hirez Manpower Solutions Inc.,Hôtellerie & Restauration,Ressources Humaines,Junior,"Abidjan, Côte d'Ivoire",Full-time,2026-06-26,,,LinkedIn,https://ci.linkedin.com/jobs/view/food-service-worker-canada-at-hirez-manpower-solutions-inc-4433297723?position=7&pageNum=17&refId=2yw7QGmUYMmZQcRrWLihiQ%3D%3D&trackingId=vfKasUK%2BPidFQ5UKs83q7Q%3D%3D,Entry level,Staffing and Recruiting,2026-06-29,2026-06-29,archive,retirée de la source
★★★★☆,4,Field Engineering Program - Controls,FieldCore,Ingénierie & Technique,Ingénierie & Industrie,Confirmé,Côte d'Ivoire,Full-time,2026-06-16,,,LinkedIn,https://ci.linkedin.com/jobs/view/field-engineering-program-controls-at-fieldcore-4426849158?position=5&pageNum=22&refId=NVEAFa9Yhk3FXe4uENVc6Q%3D%3D&trackingId=fo2nLRLY%2FMdnLyYbhUrbRQ%3D%3D,Not Applicable,Engineering Services,2026-06-22,2026-06-29,archive,retirée de la source
★★★☆☆,3,Expert pour une mission d’appui à l’élaboration d’un plan de formation des formateurs de l’INFAS,Expertise France,"Conseil, Expertise & Stratégie",Éducation & Formation,Confirmé,"Abidjan, Côte d'Ivoire",Other,2026-06-22,,,LinkedIn,https://ci.linkedin.com/jobs/view/expert-pour-une-mission-d%E2%80%99appui-%C3%A0-l%E2%80%99%C3%A9laboration-d%E2%80%99un-plan-de-formation-des-formateurs-de-l%E2%80%99infas-at-expertise-france-4423680229?position=3&pageNum=47&refId=TEEjGzSa1LQ6BjUf99NHLA%3D%3D&trackingId=1IDEHSNP79QC95g7RvB%2Flg%3D%3D,Associate,International Trade and Development and Government Administration,2026-06-22,2026-06-29,archive,retirée de la source
★★★★☆,4,Entraîneur de football,Coach football,Autres métiers,Éducation & Formation,Senior,Côte d'Ivoire,Full-time,2026-06-23,,,LinkedIn,https://ci.linkedin.com/jobs/view/entra%C3%AEneur-de-football-4432469448?position=6&pageNum=40&refId=nRBNm5fnXKtbvpCSLUlGjw%3D%3D&trackingId=%2BKsCR95nhAnXgl4G%2BN3fiw%3D%3D&trk=public_jobs_jserp-result_search-card,Mid-Senior level,Education and Training,2026-06-29,2026-06-29,archive,retirée de la source
★★★☆☆,3,Enrolled Nurse,The Aurum Institute,Autres métiers,Santé & Pharma,Confirmé,"Za, Sassandra-Marahoué, Côte d'Ivoire",Contract,2026-06-27,,,LinkedIn,https://ci.linkedin.com/jobs/view/enrolled-nurse-at-the-aurum-institute-4434252861?position=18&pageNum=0&refId=WJzH1ibG3cy1SiEwecoJAA%3D%3D&trackingId=MLFPLXL4EhDGByRqcZkZKw%3D%3D,Not Applicable,Hospitals and Health Care,2026-06-29,2026-06-29,archive,retirée de la source
★★★★☆,4,Egocentric video data collection,Odixcity Consulting,Autres métiers,Tech & Digital,Confirmé,Côte d'Ivoire,Full-time,2026-06-12,,"$6,000.00/yr - $8,400.00/yr",LinkedIn,https://ci.linkedin.com/jobs/view/egocentric-video-data-collection-at-odixcity-consulting-4427908096?position=7&pageNum=20&refId=%2BlyTCpBKCz48h%2BqPeStPkQ%3D%3D&trackingId=n5XQAOR5021A2npysSzS6w%3D%3D,Not Applicable,Human Resources Services,2026-06-22,2026-06-29,archive,retirée de la source
★★★☆☆,3,ERT Officer,Endeavour Mining,Autres métiers,Autres / Généraliste,Confirmé,"Zouan-Hounien, Montagnes, Côte d'Ivoire",Full-time,2026-06-25,,,LinkedIn,https://ci.linkedin.com/jobs/view/ert-officer-at-endeavour-mining-4430245090?position=2&pageNum=27&refId=6Ll1QoCqfTOTJdYpNggsMw%3D%3D&trackingId=nuRdZ97KZ%2B4ZLPmwR2tueA%3D%3D,Associate,Mining,2026-06-29,2026-06-29,archive,retirée de la source
★★★☆☆,3,Driver,EBRD,Autres métiers,Logistique & Achats,Confirmé,"Abidjan, Côte d'Ivoire",Other,2026-06-16,,,LinkedIn,https://ci.linkedin.com/jobs/view/driver-at-ebrd-4429540709?position=2&pageNum=25&refId=EwXA9cXcC2uAzHxE3ipYWw%3D%3D&trackingId=Iii%2BiPf9qGDcKydI0yK%2FAA%3D%3D,Not Applicable,"Banking, Financial Services, and Investment Banking",2026-06-29,2026-06-29,archive,retirée de la source
★★★★☆,4,"Director, Franchise Operations - Mid Africa",The Coca-Cola Company,Direction & Management,Autres / Généraliste,Manager/Direction,"Abidjan, Côte d'Ivoire",Full-time,2026-06-18,,,LinkedIn,https://ci.linkedin.com/jobs/view/director-franchise-operations-mid-africa-at-the-coca-cola-company-4430762209?position=3&pageNum=32&refId=xTzJs87G8F0HcpubYfuiKg%3D%3D&trackingId=E7z8r4DGBKIFWQPikOw80g%3D%3D,Not Applicable,"Manufacturing, Food and Beverage Manufacturing, and Food and Beverage Services",2026-06-29,2026-06-29,archive,retirée de la source
★★★★★,5,Director – Merchant Services and Acquiring,Visa,Direction & Management,Tech & Digital,Manager/Direction,"Le Plateau, Abidjan, Côte d'Ivoire",Full-time,2026-06-24,,,LinkedIn,https://ci.linkedin.com/jobs/view/director-%E2%80%93-merchant-services-and-acquiring-at-visa-4432815548?position=7&pageNum=45&refId=MrCwnvxLi2dimKyBm9H34A%3D%3D&trackingId=OE8GXNEWYmznX0M3BzWuGA%3D%3D,Director,IT Services and IT Consulting,2026-06-29,2026-06-29,archive,retirée de la source
★★★★☆,4,Director Of Operations,Thompson Hotels,Direction & Management,Autres / Généraliste,Manager/Direction,"Gro, Vallée du Bandama, Côte d'Ivoire",Full-time,2026-06-26,,,LinkedIn,https://ci.linkedin.com/jobs/view/director-of-operations-at-thompson-hotels-4433548897?position=9&pageNum=32&refId=xTzJs87G8F0HcpubYfuiKg%3D%3D&trackingId=UiqFR7aeUoG72sTipwkDbw%3D%3D,Director,Hospitality,2026-06-29,2026-06-29,archive,retirée de la source
★★★★★,5,Director Marketing Services,Visa,Marketing & Growth,Marketing & Communication,Manager/Direction,"Le Plateau, Abidjan, Côte d'Ivoire",Full-time,2026-06-26,,,LinkedIn,https://ci.linkedin.com/jobs/view/director-marketing-services-at-visa-4406147356?position=1&pageNum=27&refId=6Ll1QoCqfTOTJdYpNggsMw%3D%3D&trackingId=4CrUEqtFhNfcJjR0TYf7tw%3D%3D,Director,IT Services and IT Consulting,2026-06-29,2026-06-29,archive,retirée de la source
★★★☆☆,3,Dioula Transcription & Annotation Specialist | $95/hr Remote,Crossing Hurdles,Data & IA,Autres / Généraliste,Confirmé,Côte d'Ivoire,Contract,2026-06-23,,$15.00/hr - $95.00/hr,LinkedIn,https://ci.linkedin.com/jobs/view/dioula-transcription-annotation-specialist-%2495-hr-remote-at-crossing-hurdles-4432242363?position=3&pageNum=12&refId=O9D6rL%2Fjh7ZPQg3nVUSzXQ%3D%3D&trackingId=6w%2BXXWtVpkiibAbLaaHTgA%3D%3D,Associate,"Entertainment Providers, Research Services, and Translation and Localization",2026-06-29,2026-06-29,archive,retirée de la source
★★★★☆,4,Digital & PR Lead,The HEINEKEN Company,Autres métiers,Tech & Digital,Confirmé,"Abidjan, Côte d'Ivoire",Full-time,2026-06-24,,,LinkedIn,https://ci.linkedin.com/jobs/view/digital-pr-lead-at-the-heineken-company-4431837767?position=59&pageNum=0&refId=WJzH1ibG3cy1SiEwecoJAA%3D%3D&trackingId=osemsxXmqoDLl0skUeQVCQ%3D%3D,Not Applicable,Food and Beverage Services,2026-06-29,2026-06-29,archive,retirée de la source
★★★★☆,4,Designer Multimédia Spécialisé en IA  _ H/F,L3M HOLDING,Product & Design,Tech & Digital,Confirmé,"Yamoussoukro, Yamoussoukro, Côte d'Ivoire",Full-time,2026-06-04,,,LinkedIn,https://ci.linkedin.com/jobs/view/designer-multim%C3%A9dia-sp%C3%A9cialis%C3%A9-en-ia-h-f-at-l3m-holding-4424288410?position=1&pageNum=12&refId=O9D6rL%2Fjh7ZPQg3nVUSzXQ%3D%3D&trackingId=yyPy8jps6oubcFSUhXMFCA%3D%3D,Not Applicable,Business Consulting and Services,2026-06-19,2026-06-29,archive,retirée de la source
